item_id	item_name	aspect_id	aspect	opinion	opinion_adv	opinion_adj	phrase	sentimentPolarity	originalReview	source
00002944	galaxy mega 2	17	内存	较小	较	小	内存  较小	-1	屏幕大运行内存为2G。 电池信号是短处本机内存较小。 价格是关键。	zol
00002944	galaxy mega 2	17	内存	小		小	内存  小	-1	没有手写笔的大屏潮机。 继航差，不三防，像素渣，内存小。。 拿去当汽车导航合适。。	zol
00002944	galaxy mega 2	15	像素	高		高	像素  高	1	这样的配置适用于某些人群！第一手手机屏幕大！第二像素高！第三少了许多结合不到实用的功能从而大大降低了成本！这样的价位就此款机而言这样的配置应该还可以！就是26万色有点低！！	jd
00002944	galaxy mega 2	15	像素	低		低	像素  低	-1	还行，就屏幕像素低了，另外第二张卡只支持2G信号，这个很弱。	jd
00002944	galaxy mega 2	15	像素	太差	太	差	像素  太差	-1	系统快，屏幕大，像素太差，离1300万简直差的很远！分辨率也差，图片和视频一点都不清楚，还不如400元的酷派清楚！本来打算退掉的，但是又嫌麻烦！凑合用吧！！！！	jd
00002944	galaxy mega 2	10	信号	稳定		稳定	信号  稳定	1	手感不错。大小正合适 信号稳定	jd
00002944	galaxy mega 2	2	质量	高		高	质量  高	1	京东的物流，送货快，质量高，包装完好，没磕没碰，手机帮别人买的，还没试用，先给满分好评了。	jd
00002944	galaxy mega 2	2	手感	不错		不错	手感  不错	1	手感不错。大小正合适 信号稳定	jd
00002944	galaxy mega 2	3	屏幕	不小		不小	屏幕  不小	1	还好用，屏幕不小，就是屏幕材质问题	jd
00002944	galaxy mega 2	3	分辨率	高		高	分辨率  高	1	屏幕分辨率高，使用方便，推荐	jd
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	宝贝屏幕大，用着很顺手。	jd
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	系统快，屏幕大，像素太差，离1300万简直差的很远！分辨率也差，图片和视频一点都不清楚，还不如400元的酷派清楚！本来打算退掉的，但是又嫌麻烦！凑合用吧！！！！	jd
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	一直喜欢三星手机，原来那款用了4年，出了毛病，更新时还是想到三星手机，这款手机屏幕大，不影响便携性，男人用大小可以接受，区区2000余元，一般常用功能都有，还是4G手机，照相效果突出，非常喜欢！	jd
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	不错的手机，联通移动双4G，屏幕大。好用	jd
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	这样的配置适用于某些人群！第一手手机屏幕大！第二像素高！第三少了许多结合不到实用的功能从而大大降低了成本！这样的价位就此款机而言这样的配置应该还可以！就是26万色有点低！！	jd
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	屏幕大。 电池续航能力差。 还不如国产。	zol
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	屏幕大，硬件相对比较高，又不会太贵。 又没有像NOTE系列的S PEN特有装备，遗憾.....。 期待吧，希望给屏幕不会太差，但也要对得起这个价钱。	zol
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	屏幕大。 电池续航。 是玩游戏 看视频的好帮手 但愿别太坑爹啊。	zol
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	屏幕大。 售后维修牛得厉害。 质量次价格高。	zol
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	屏幕大运行内存为2G。 电池信号是短处本机内存较小。 价格是关键。	zol
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	屏幕大。 打电话对方听不清 已经换了一台新的也一样。 除了打电话有毛病 别的都还好。	zol
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	屏幕大。 价位不应该这么高，这款机型应该在1900以下！。 一般，看电视适用！。	zol
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	像素有1300 屏幕大。 屏幕分辨有点低。 总体来说还行吧。	zol
00002944	galaxy mega 2	3	屏幕	大		大	屏幕  大	1	1屏幕大，分辨率没有想象的差…之前用的s4，这个也在能接受的范围。 2竟然蛮流畅的…很意外，以为这个配置会卡爆，三星的优化做的还是不错的 3白色的外观很靓丽，拿出去用回头率很高，好几个路人问我什么型号，跟他们说2000买的他们都震惊了… 4前置摄像头500的效果不错，喜欢自拍的有福了~。 1塑料感很重，home键按下去也是浓浓的塑料感… 2后置的1300像素很鸡肋，夜拍弱爆了 3续航无语，一天都不够用 4竟然没有重力感应…这个配置很贵吗？至于不给弄吗。 凑合用用还可以~反正要求不高，能接打电话就好了。。	zol
00002944	galaxy mega 2	3	屏幕	很大	很	大	屏幕  很大	1	手机不错，屏幕很大，像素也很好…	jd
00002944	galaxy mega 2	3	屏幕	很大	很	大	屏幕  很大	1	还不错，屏幕很大哦，帮我领导买的，他一直在用的，哈哈	jd
00002944	galaxy mega 2	3	分辨率	太低	太	低	分辨率  太低	-1	屏幕是挺大，就是分辨率太低了。	jd
00002944	galaxy mega 2	3	分辨率	也差	也	差	分辨率  也差	-1	系统快，屏幕大，像素太差，离1300万简直差的很远！分辨率也差，图片和视频一点都不清楚，还不如400元的酷派清楚！本来打算退掉的，但是又嫌麻烦！凑合用吧！！！！	jd
00002944	galaxy mega 2	4	价格	相对合理	相对	合理	价格  相对合理	1	优点“大屏幕，待机时间长，比较省电，价格相对合理 缺点：屏幕是720P，用在大屏上显示效果不太好，但要求不高过得去；价格因素，音质效果也不太完美，相比note3是差了，喇叭位置在机身背部。。	zol
00002944	galaxy mega 2	4	价格	有点贵	有点	贵	价格  有点贵	-1	总体来说还不错，唯一不满意的是屏幕贴得有点靠上，有点水泡，还有就是价格有点贵，比其它网站要贵200多大洋，有点小心痛。	jd
00002944	galaxy mega 2	4	价格	高		高	价格  高	-1	屏幕大。 售后维修牛得厉害。 质量次价格高。	zol
00002944	galaxy mega 2	4	价格	高		高	价格  高	-1	大屏四核，运行内存2G，支持移动4G，双卡双待，支持存储卡扩展，电池可换。支持NFC功能。 只有8G存储，电池2800毫安，价格贵。 价格高，缩水严重，不如国产手机实惠。	zol
00002944	galaxy mega 2	4	价格	贵		贵	价格  贵	-1	大屏四核，运行内存2G，支持移动4G，双卡双待，支持存储卡扩展，电池可换。支持NFC功能。 只有8G存储，电池2800毫安，价格贵。 价格高，缩水严重，不如国产手机实惠。	zol
00002944	galaxy mega 2	5	系统	快		快	系统  快	1	系统快，屏幕大，像素太差，离1300万简直差的很远！分辨率也差，图片和视频一点都不清楚，还不如400元的酷派清楚！本来打算退掉的，但是又嫌麻烦！凑合用吧！！！！	jd
00002944	galaxy mega 2	8	续航	较差	较	差	续航  较差	-1	大屏幕，高像素。运行内存为2G。。 电池续航较差，屏幕分辨率是硬伤。CPU的频率略低。 三星大屏中端机。大屏控的福利。。	zol
00002944	galaxy mega 2	8	电池	很差	很	差	电池  很差	-1	总体还不错，不过有些卡，电池很差，刚冲满电拔下充电器就百分之80多的电	it168
