item_id	item_name	aspect_id	aspect	opinion	opinion_adv	opinion_adj	phrase	sentimentPolarity	originalReview	source
00002932	desire 816	9	按键	太松			按键  太松	-1	手机用了几天感觉运行起来还不错，就是加减音量的按键太松了，感觉有点像别人用过的。内置软件也不少，有些没快捷图标的，在软件管理里边很多，不知道什么情况。	jd
00002932	desire 816	9	按键	松散		松散	按键  松散	-1	特意在使用十天后来做手机的评价。首先说我用的最多的几个功能，相机前置摄像头参数显示500万，感觉不到200万。后置摄像头参数1300万，感觉还不错，色彩还原度比较好，不偏色。屏显高清不错。安卓系统优化不错。双网每次开机卡槽识别反应比较慢。下载的应用软件部分可以移动到存储卡，部分应用软件无法移动到存储卡。就算把所有的存储设置切换到存储卡内还是依然如此，应用软件更新只能放到手机内存。按键松散做工不好。	jd
00002932	desire 816	9	按键	不方便		不	按键  不方便	-1	系统新，屏幕大，立体音响。 按键不方便，虚拟按键需要适应，屏占比低，分辨率稍低，cpu性能一般，nano~sim令人纠结。。 看自己能否接受缺点啦，htc出这样一款手机也算破天荒啦，我倒是准备入手。。	zol
00002932	desire 816	16	喇叭	不错		不错	喇叭  不错	1	耗电非常快，照相非常差，看电影喇叭不错，京东服务不错	jd
00002932	desire 816	16	音质	不错		不错	音质  不错	1	准备买3G的，一直缺货，等到国4G，毫不犹豫的下手买了。周五就下单，看到京东上没货，以为几天才到货，结果第二天就到了，周末却不在公司。直接拒收又重新下单，今上午就到了。京东速度越来越快了，夜间都配送。拆开盒子一看，包装很好，赠品盒子更是高大上。手机确实不错，4G的速度确实快，一个软件几秒钟就下好。内置软件衣比其他电信手机少很多。音质不错。大屏幕看电视也很方便，也是一个小缺点，拿着太大了，对于伙来说。可还是很喜欢。	jd
00002932	desire 816	16	音质	不错		不错	音质  不错	1	屏幕效果很不错。音质不错，还是双喇叭。尺寸刚刚好。最喜欢内置导航。	jd
00002932	desire 816	16	音质	不错		不错	音质  不错	1	这个手机的音质不错,运行速度也还行,就是 电话本没弄明白	jd
00002932	desire 816	16	音质	不错		不错	音质  不错	1	屏幕大，音质不错，天天晚上看电影不错的选择，比平板好用。	jd
00002932	desire 816	16	音质	不错		不错	音质  不错	1	屏幕刚好合适，通话音质不错	jd
00002932	desire 816	16	音质	不错		不错	音质  不错	1	htc的良心之作，终于觉得对得起价格了，手机正面的立体声音响感觉音质不错，系统运行流畅。。	zol
