item_id	item_name	aspect_id	aspect	opinion	opinion_adv	opinion_adj	phrase	sentimentPolarity	originalReview	source
00002956	iphone 6	9	按键	不好		不好	按键  不好	-1	系统比较好，其它都不行。 水果6缺点按键不好，单手抄作不行，没有返回键主页键，价格又贵都可以买电脑了，再好再贵手机功能再多很多其实也用不到，追求炫耀的朋友建议不要买，手机更新太快太浪费钱了。设计不好，维修贵，一根线都要好几百。 水果6缺点按键不好，单手抄作不行，没有返回键主页键，价格又贵都可以买电脑了，再好再贵手机功能再多很多其实也用不到，追求炫耀的朋友建议不要买，手机更新升级太快太浪费钱了，不知道什么时候水果8就出来了。	zol
00002956	iphone 6	16	音质	好		好	音质  好	1	屏幕大，音质好。 像素低。 反正还是很喜欢。	zol
00002956	iphone 6	16	音质	非常好	非常	好	音质  非常好	1	屏幕大，看电视非常清楚，音质非常好，薄，运行速度快。。 摄像头突出不好看，分辨率在提高可能会更好，信号有时候不好！。 总体来说，还是一款不错的手机，高端大气上档次，期待下代产品设计出来更好看，更满意！。	zol
00002956	iphone 6	16	音质	差		差	音质  差	-1	屏幕一般，外观一般吧系统一般吧！。 屏幕小，音量小，音质差，像素小，光圈一般吧！软件开发不全面！手机太厚！。 屏幕，音量，音质，像素，光圈，分辨率，屏幕硬度，都不行！。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	性能好，内存大。 价格高，电池容量小。 怎么说苹果6的电池拖累了所有的性能。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	网速快，内存大、手机薄、屏幕大。 没有4G网络、像素可不可以不到1300万啊、电池毫安太少了，要是电池在大点就更好了。 苹果6s是可不可以4G网络啊、像素可不可以在高一点、要是网速在快点那就更好了，价钱太贵了能不能在便宜点而且屏幕还是lps技术、总之不是很好、不过比以前的手机好了很多。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	运行内存大。 屏还是小，电池容量小,价格贵。 每次升级手机做出2个系列的产品。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	外观好，反应快，内存大。。 屏幕小，电量底。。 不够潮流！。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	内存大。挺有创新的。 像素小了。没上千万。 加油加油加油。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	內存大。屏幕剛好。重量也適中。系統，軟件也好。在價格方面也和情面。。 更新太快。。 比安卓系統好太多。。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	能接打电话 能收发短信 内存大 打开APP下载个软件还收费 这就是优点。 7.1.2版本 无信号 声音小 价格昂贵 软件吸费 待机一下 后台应用自动取消。 无信号 声音小 30元人民币的小零件买到300--500元人民币 拍照像素没有安卓手机200元人民币的像素清晰 苹果一个小摄像头标价500元 安卓摄像头标价30元 500元摄像头和30元拍照效果 让人看了真不敢想像。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	不怎么样，感觉这次苹果出的外形跟oppo的find7没啥区别，好像抄袭了oppo的一样。价格还贵，现在小偷这么多，丢了还不心疼死呀。oppo的find7才是他的一半，屏幕oppo的也是5.5寸的大屏，而且音效，摄像，照相功能完全不输给苹果，剩下的我觉得苹果也没什么更出奇的了。无非就是内存大了一点。而且电子产品更新的速度太快，没必要选择这么贵的，经常用的功能也就那几个，玩不出花来，唯一的用处就是拿着给别人看感觉有面子。。	zol
00002956	iphone 6	17	内存	大		大	内存  大	1	内存大 网速快 价钱太高 屏幕小了 电用得快 价钱高，手机好用，。	pcpop
00002956	iphone 6	17	内存	挺大	挺	大	内存  挺大	1	IP6出来的第二周，我们的语文老师果断下手，买了IP6，三段式的，厚度也挺好，内存挺大，（到IOS10就不知道了，苹果系统太大！）声音也挺大，放在包里教室的最后面都隐隐能听到，续航IP6S不也是最屌的吗？。 三段式还是有些令我吐槽，另外，big（e） than big（e），逼格越来越大，不说换个分辨率了什么的，别搞那么长啊，搞那么长当黄瓜用啊。 苹果永远都是我心目中得经典，不论我是喜欢还是不喜欢。	zol
00002956	iphone 6	17	内存	小		小	内存  小	-1	外观漂亮。 电池不可卸 内存小。 高价消费群体。	zol
00002956	iphone 6	17	内存	小		小	内存  小	-1	外观不怎么养眼；幅度不是很精美 ；内存小才1G；像素低；前置210W、内置800W。出来系统还行；其它还真吐槽；还是中意4S。。	zol
00002956	iphone 6	17	内存	小		小	内存  小	-1	这次出大屏应该是真的了，一直讨厌苹果有两点，一是屏幕小，二是卖内存，明码标价8g 800块。苹果软件多，游戏多，优化好，做工好，可是游戏再多小屏幕也没用，内存小也没用，出大屏再加储存卡，估计苹果战斗力更好了。 内存太可怜了，放两个电影没了，游戏只能装一个，可怜，大内存贵二倍了，厉害。 大家看着乐一下就行了，别把数据当真。	zol
00002956	iphone 6	17	内存	小		小	内存  小	-1	用的4s不卡顿是好事 6终于大屏了(记得12年买的第一款四核手机就是4.7屏，不知道大家记不记得LGP880)。 4s内存小 自动关我应用忍无可忍6不知道怎么样 而且很多东西在安卓机上能实现的它都不行！。 之前一直用魅族mx3现在换回来了，表示大屏安卓用惯了 苹果一点也不舒服 顺便说下 mx3用了好久了卡顿现象只要不是开多应用不会有卡顿现象。	zol
00002956	iphone 6	17	内存	小		小	内存  小	-1	外观可以。 电量少 运行内存小 像素低。 运行内存小 像素低 电量小。	zol
00002956	iphone 6	17	内存	太小	太	小	内存  太小	-1	内存太小。	zol
00002956	iphone 6	17	内存	太小	太	小	内存  太小	-1	所谓iPhone 6电池谍照中可以看出，其外形依然是长条状，跟现在iPhone 5S等机型的非常相似，但通过比对后可以发现，该机的电池的金属触点不同于现在iPhone。。 内存太小了，比我的iphone4s都小，屏幕还是不够大，价格太贵了。iphone下载东西什么都要钱，看起来就感觉手感不会很好。。 iPhone 6内置的电池容量会小幅增长，高于iPhone 5S/5C的1570mAh（iPhone 5为1440mAh），但不会超过2000mAh，其最后大小应该在1700mAh左右。 iPhone 6屏幕变大的同时，性能也会有所提升，目前iPhone 5S在iOS 7.1下的表现，让人真的非常担心新一代iPhone的续航表现，希望苹果在iOS 8上会让续航表现有新的惊喜吧。。	zol
00002956	iphone 6	17	内存	太小	太	小	内存  太小	-1	屏幕估计抗摔。 电池容量小了老带着个充电宝，价格那么贵却硬件配置不行内存太小摄像头像素不够小家子气，最脑残的是搞什么太阳能充电。 性能没有什么太大的出众，价格却太昂贵，把中国人都当成傻子了。。	zol
00002956	iphone 6	17	内存	太小	太	小	内存  太小	-1	平果的牌子。 摄像头像素太低，运行内存太小，电池能量太小，价格离普。 三年前就已是淘汰参数。	zol
00002956	iphone 6	17	内存	太小	太	小	内存  太小	-1	内存太小了 在大点就好了 外观不好看。	zol
00002956	iphone 6	17	内存	不足			内存  不足	-1	很多人都不知道机制，作为APP开发人员有必要说下， IOS的机制是 后台的软件超过5分钟自动会被杀掉，而不是开启其他软件就立刻关闭的 android是后台都可以开着，只有内存不足的时候系统才会选择性的杀掉一些优先级低的后台程序 所以即使Ios性能不是很好，也不会很卡，而android要自己去维护他，特别是后台推送的长连接都是很占资源。	zol
