item_id	item_name	aspect_id	aspect	opinion	opinion_adv	opinion_adj	phrase	sentimentPolarity	originalReview	source
00002954	galaxy trend 3	16	语音	清晰		清晰	语音  清晰	1	屏幕大小比较适合自己，黑色是我喜欢的颜色，通话语音清晰！	jd
00002954	galaxy trend 3	16	音质	清晰		清晰	音质  清晰	1	此款手机屏幕清晰，通话音质清晰，外表设计大气，漂亮，像素好但是机身内存不够大待机时间断	jd
00002954	galaxy trend 3	16	音质	不错		不错	音质  不错	1	用来上网和打电话可以，，通话音质不错，，照像比国产的500万好，，暂时没有发现什么问题！	jd
00002954	galaxy trend 3	16	音质	不错		不错	音质  不错	1	外观不错！真的比同价位的国产品牌手机要漂亮！通话音质不错，外放音质不错，声音比较大！屏幕就一般般了，色彩还行，但是可视角度不佳，观看角度大一点色彩就严重变色！系统较慢，上网也慢，看视频还行！相机虽然主要300万像素，但是照片和视频出来的效果还是不错的，这一点比一般国产品牌机强多了！如果你只是用来打打电话，拍拍照片推荐购买！如果经常上网和游戏的，还是算了吧！	jd
00002954	galaxy trend 3	16	音质	不错		不错	音质  不错	1	手机功能齐全，通话音质不错	jd
00002954	galaxy trend 3	16	音质	不错		不错	音质  不错	1	手机通话音质不错，很清晰；但操作起来略显迟缓，反应慢，毕竟是三星入门机型，价格又不高，不可能那么完美的。。	zol
00002954	galaxy trend 3	16	音质	好		好	音质  好	1	反应快...通话质量好...音质好	jd
00002954	galaxy trend 3	16	音质	好		好	音质  好	1	性价比高，外观漂亮，字体大，音质好。	jd
00002954	galaxy trend 3	16	音质	好		好	音质  好	1	很好，音质好。非常好。	jd
00002954	galaxy trend 3	16	音质	好		好	音质  好	1	给父母买的，字很大，音质好	jd
00002954	galaxy trend 3	16	音质	好		好	音质  好	1	外观漂亮抢眼，厚度适合。照相功能好，通话音质好。。 上网卡，通话声音小，游戏功能不好，下载的东西无法移动，系统反应太慢。。 比不上小品牌手机。。	zol
00002954	galaxy trend 3	16	音质	好		好	音质  好	1	外观飘亮电池耐用通话音质好。	zol
00002954	galaxy trend 3	16	音质	好		好	音质  好	1	屏幕大，分辨率高，屏幕色彩亮丽清晰；外观不错，白色的很喜欢，后壳有纹样，比较好看，像素还可以，远拍很好；聊天，上网，玩玩小游戏等一般用足够；音质是非常不错的，听音乐必选手机！。 电池太不给力，放电特别快；感觉铃声有点点偏小；自带的软件还真多，尤其影响我的手机运行速度，搞得好卡。 整体来说还可以，通话音质好，运行速度还可以，外观满意。	zol
00002954	galaxy trend 3	16	音效	还不错	还	不错	音效  还不错	1	送给老爸的，目前没有试卡，听音乐音效还不错，希望好用吧！ 智能机用着到是手感好，就是这系统里面自带系统太多了，删都删不掉。。	zol
00002954	galaxy trend 3	16	音质	较好	较	好	音质  较好	1	音质较好电池耐用，屏幕显示较清。 没有配耳机，还有玩节奏大师时基本不能多点触控坑死了。是我的手机问题还是设计的缺陷。 建议不要入手，真心不好。。。。	zol
00002954	galaxy trend 3	16	音色	很好	很	好	音色  很好	1	没有前摄像头，手机卡，手机下载不能直接下载到内存卡;但是音色很好。。	zol
00002954	galaxy trend 3	16	音质	不好		不好	音质  不好	-1	刚到手，给老妈买的，运行速度慢，音质不好，，，不过外观可以，，几百块的手机就这样了	jd
00002954	galaxy trend 3	16	音质	差		差	音质  差	-1	容量确实小了点，上网速度不咋的，价格稍微贵了点，屏幕小了，耗电量很大，几乎2天3 充，音质差，分辨率一般。。	zol
00002954	galaxy trend 3	16	音质	差		差	音质  差	-1	容量小，网速慢，上网卡，价格贵，屏幕小，电量耗，信号差，音质差，分辨率低，总之一句话买亏了55555555555。。。。。	zol
00002954	galaxy trend 3	16	音质	差		差	音质  差	-1	音质差，价钱高，受系统限制。。	zol
