item_id	item_name	aspect_id	aspect	opinion	opinion_adv	opinion_adj	phrase	sentimentPolarity	originalReview	source
00002926	红米	16	音质	清晰		清晰	音质  清晰	1	电池容量较大，待机时间较长。屏幕显示效果不错，游戏性也行，玩个天天酷跑开特效玩也算流畅。我用了几个月红米到现在并没有死机现象，音质清晰。MIUI系统适合大多数用户的操作习惯，还有老人机模式，适合老人使用，是款老少皆宜的手机产品。。 直板方形设计，握感不是很好，对操作不利。偶尔出现卡机现象，不能直接连接电脑，调试极为麻烦。游戏时发热程度较高。。 还不错，适合多数用户使用，性价比高。。	zol
00002926	红米	16	音质	不错		不错	音质  不错	1	拍照效果好，音质不错，电池待机时间长。。 虚拟键盘没灯光，容易死机。。 总的来说还不错，和其它手机相比，有一定的优越性，希望小米公司对其缺点有所改进！。	zol
00002926	红米	16	音质	也不错	也	不错	音质  也不错	1	我前天从联通营业厅入手的，1000大洋。另购了1块原装电池和原装耳机再加个16GB内存卡，折腾完总共花了1300，用了两天完全没发现bug，音质也不错，没有破音之类的，屏幕没有白点，电池充满状态下可以用一天（早上7点到晚上9点），系统运行很流畅，我开了QQ和贴吧还有酷狗随时切换都不卡，那个啥H网络也很快，秒杀我以前用的手机，要说亮点吧，还是屏幕，320dpi完全没有颗粒感，安兔兔也能跑出16000以上，相机给力，ShadowGun运行流畅，如果前面有个MI图标就好了…… 最后：这手机值得买啊！。	zol
00002926	红米	16	音质	也不错	也	不错	音质  也不错	1	上网速度快，图像清晰，音质也不错，这是本机的优点。缺点也有，还是比较头疼的事，我的电话本身就不多，就这样还经常不能及时接到电话，然后等好长时间后，收到未接电话的短信，很耽误事，通话时，音量也不大，请问这个问题能解决吗？。	zol
00002926	红米	16	音质	好		好	音质  好	1	买的时候不要问什么 不要有疑问 只要用久了不卡就行 这些全是在我的朋友的红米手机发现的 我也想要啊 799我一定抢到。 由于我还没抢到 所以还没发现。 不错啊 颜色多种 形状刚好 价格便宜 夜里拍照清晰，背面设计美观，手感好，系统优化很棒，流畅运行大多数游戏，听筒音质好，MIUI系统惊喜多，刷过机或者已ROOT照样保修 要不是我的朋友买了一个 借给我用了几天 我还不知道呢 不错哟 咱赞一个，，，，。	zol
00002926	红米	16	音质	好		好	音质  好	1	.屏幕细腻，白天拍照清晰，背面设计美观，手感好，系统优化很棒，流畅运行大多数游戏，听筒音质好，MIUI系统惊喜多，刷过机或者已ROOT照样保修。	zol
00002926	红米	16	音质	好		好	音质  好	1	白天拍照清晰，背面设计美观，手感好，系统优化很棒，流畅运行大多数游戏，听筒音质好，MIUI系统惊喜多，刷过机或者已ROOT照样保修………………。 外放音量小，信号不稳定，夜间拍照渣渣，正面设计山寨，振动很山寨，闪存好坏靠运气，为什么不是全贴合………………。 性价比真心高，不比荣耀3c差，强烈推荐红米，购买需谨慎，很多高仿的………。	zol
00002926	红米	16	音质	好太多	太	好多	音质  好太多	1	1、屏幕大，4.7寸，色彩不错，720p够清晰；2、触摸屏比较灵敏。。 1、各个方面跟2S差太多，比荣耀3C各个方面差一点点，699感觉还是699的质量，799我就不抢了。2、内放音质差了，应该与MT方案有关，2S的高通Pro系列音质好太多了吧。3、MP4解码轻度失真，跟荣耀3C一样，估计也是GPU的关系。。 红米跟荣耀3C其实都是厂家的销售手段，低价这两个厂家都做不到好货，这两台手机我同时到手，我最清楚，但是按照这个价格还是值得买的，还没有买到的童鞋可以折腾下。建议大家不要买黄牛党的货，因为不值的。预算有1000以上，建议大家买荣耀3X、海尔W919、小米2S，因为体验比这两台手机好太多了。。	zol
00002926	红米	16	音质	挺好	挺	好	音质  挺好	1	16号才到手的手机，异常的鸡动，毕竟是第一批用户，周围的人都说我好厉害居然抢到了！说说优点吧，这个价格这个配置已经放在这里了，看价位看性能相信可以秒杀1千甚至千五级别的机子以及少量高价的机子（什么步步高fine 5那些高价低能国产），边框也不会说灰常大，叫做可接受范围吧，跟北斗星的小辣椒相比这个边框就要显得实在！后置800w像素成像清晰度可以，感应器完善，该有的都有了，中低端手机不该有的也有了（电子罗盘，陀螺仪），还有个多色呼吸灯，可以按自己喜好选择短线未接来电等通知灯的颜色，让你清晰确认！。 缺点也是有滴，外放声音音质挺好，就是偏小了点，卡槽的金属触片显得单薄了点！双mic降噪效果不明显！至于偏色问题，百度一下小米机子一直都偏冷色，也算是正常！摄像头夜晚成像效果就差强人意！系统问题红米配的是miui5稳定版，不带root（个人已通过第三方百度一键root获取了权限），期待开发版的出现！说是4g的rom，实际上是1.8g的rom+一个800m的usb存储，就是因为这800m的usb存储导致识别出现问题，平日我们说说的安装到内存卡上就变成了安装到800m里面（因为系统里面这800m的空间叫sdcare0），不过我root后修改了系统文件把外置插入sd卡与这800m名字呼唤，所以也算是解决了这个缺点（这就是不得不root的原因），跑了一下大型游戏，除了载入慢点其它都挺流畅！一次充电时候常亮结果第二天早上死机扣电池了一次！。 799的价格你还想怎样？？？（虽然我被坑了花1元买了传说中的环保塑料袋）说实在的这机子如果贴上别的牌子买个1999也是一个正常的价位！总体来说是很值得购买，今天是第二轮抢购，看抢购人数就知道第一轮机子好用不！客观评论别老黑小米！。	zol
00002926	红米	16	音质	很纯	很	纯	音质  很纯	1	前些天刚买的红米1S移动4G版的，确实不错，比我之前用的1000多的手机的分辨率还要高，上网速度快，安装了不少游戏，也没见卡过，音质很纯没有一丁点的杂音，真心不错的一款手机。。	zol
