item_id	item_name	aspect_id	aspect	opinion	opinion_adv	opinion_adj	phrase	sentimentPolarity	originalReview	source
00002946	w2013	16	音效	不错		不错	音效  不错	1	手机收到了，很满意，屏幕清晰像素好，外观大气上档次，买得很值..音效不错。	zol
00002946	w2013	14	机型	漂亮		漂亮	机型  漂亮	1	很早在就看中这款手机了，在网上比了又比，选了又选 ，终于没有让我失望，一下子买了4台，高端大气上档次，而且还带有发票，四码合一，让人没有后顾之忧，机型漂亮，做工精细，上网速度很快，总之就是好啦，喜欢的朋友不要犹豫了，下手吧。	zol
00002946	w2013	14	机身	薄		薄	机身  薄	1	首先不说价格，此款手机本人用了有3个月没发现有什么缺点，上网快，拍摄好，看视频不管什么格式播放畅快，玩游戏爽。做工精细，和W999比这款外观漂亮。比W999屏大，机身薄。总之用起来很爽。。 待机时间短，才双卡，能三卡或者更多就好了。。 此款手机大气，彰显高贵身份。。	zol
00002946	w2013	15	像素	好		好	像素  好	1	手机收到了，很满意，屏幕清晰像素好，外观大气上档次，买得很值..音效不错。	zol
00002946	w2013	15	像素	很高	很	高	像素  很高	1	手机分辨率较高、清晰、通话质量优、永恒经典的按键与触摸集一身彰显不凡的体验；自带的乱七八遭的软件特别少，基本是全部日常常用的；设置很精细，基本是你想设置改变的都能达到你的需求；摄像头像素很高，前置摄像头一样很高，脸上的斑和毛空都能拍清楚。 只有3.7寸屏幕；真心贵呀。 翻开手机打电话超有感觉！内外双触摸屏，系统稳定，前后摄像头像素挺棒。物有所值，确实气派。	zol
00002946	w2013	15	拍照	很清楚	很	清楚	拍照  很清楚	1	手机反应很快的 电池耐用拍照很清楚的 外壳很漂亮。我感觉质量不错的哦。	zol
00002946	w2013	1	外壳	很漂亮	很	漂亮	外壳  很漂亮	1	手机反应很快的 电池耐用拍照很清楚的 外壳很漂亮。我感觉质量不错的哦。	zol
00002946	w2013	1	外观	漂亮		漂亮	外观  漂亮	1	首先不说价格，此款手机本人用了有3个月没发现有什么缺点，上网快，拍摄好，看视频不管什么格式播放畅快，玩游戏爽。做工精细，和W999比这款外观漂亮。比W999屏大，机身薄。总之用起来很爽。。 待机时间短，才双卡，能三卡或者更多就好了。。 此款手机大气，彰显高贵身份。。	zol
00002946	w2013	1	外观	漂亮		漂亮	外观  漂亮	1	在这个满天大屏触摸智能机的世界，三星的翻盖商务系列一直是独树一帜，从2011年关注W899，12年关注W999,13年关注W2013，无奈商务机价格一直高居不下，现在京东W2013还是9888，偶然看到这款机器，其实一直也很徘徊，不过最后针对性价比和评测文章一路下来，还是入手了，实际相当不错，外观漂亮，性能优越，3.7的800*480屏幕相当细腻。	zol
00002946	w2013	1	外观	靓丽		丽	外观  靓丽	1	经典翻盖造型，四核与外观颜色搭配。不是舍不得文字实在找不出更多的有点来了！。 WVGA级分辨率在3.7寸屏幕上实在体现不出清晰的意义。，依然是那个熟悉的前200后800万摄像头。运行内存1G似乎也不是高端配置。或许商务人士存储的都是文字文件所以16G内存在三星看来足矣！收嘴，再说又是一堆！。 实在对不起这价位，已是前浪的480*800分辨率屏幕，后摄像头像素依然停滞于800万的瓶颈之内，对于使用这真是一种侮辱，既然是超高端商务机，难道商务人员每次就只是打开一两个程序算是了1G运行内存足以？此机足以说明三星的设计理念-----高端商务=外观靓丽。不过此款机型也是必然要出现的，怎么样的配置不重要，重要的是必须要以外观来成就一款超高价位机型出现在市场，包金镶玉才是暴发户的象征这点三星还是知道的！能卖出多少不重要，重要的是以此来说明三星还是有上万人民币价位的机型的！或许这价位就是型号2013的象征，或许2013就是身价的炫耀与象征。在这里-----配置已经失不再有意义！。	zol
00002946	w2013	10	通话	清晰		清晰	通话  清晰	1	大手笔购入，低调中的奢华呀！商务人员用上档次，分辨率挺高的，反应也很快，质量也很好，通话清晰，手感舒服，俩屏幕用着方便。 价格真的是太高了，感觉不值这个价钱，但是商务范十足。 彰显男人本色，外露霸气，男人值得拥有。	zol
00002946	w2013	10	信号	很差	很	差	信号  很差	-1	无。 我给自己和朋友介绍买了三台，目前三台手机现状： 第一台：一个购买时10700元，用了发现电信信号很差，最后销售商让我换一台加价1800元，一个月以后取新机器，结果还没到一个月市场价已经跌至8800元了，请大家算算我们相当于加价3000元（1800+1200）啊，奸商啊！！！！！！！！！！！！！！！！！！！！！！！ 第二台：经常死机，经常自动关机。销售商总是解释要重做系统，关键是手机里的录音，微信，QQ里面的东西都会丢失，极大的影响了我们的正常工作！！！！！！！！！！！！！！！！！！！！ 第三台：送给了业务上的朋友，不知“死活”！！！！！！！！！！！！！！！。 超级烂机器！！！！！！！！！！！！ 奉劝各位千万别上当啊！！！！！！！！！！！！！！！！！ 2013垃圾，超级垃圾！！！！！！！！！！！！！！！！！！！！！！！1。	zol
