item_id	item_name	aspect_id	aspect	opinion	opinion_adv	opinion_adj	phrase	sentimentPolarity	originalReview	source
00002942	w899	16	音质	不好		不好	音质  不好	-1	W899 从外观上来看，确实大气，做工细腻，色泽搭配稳重。。 内在的东西不行。商务手机，就应有商务使用的方便性。1、电池续航能力差；2、经常黑屏，在通话的过程中会自动中断通话；3、偶尔死机；4、有时接受的文件找不着，所有的文件夹找遍了，也没找着；5、有不少废功能，商务用机，弄那么多无聊的软件有什么用（难道说，老板们花万八千买个手机就是为了玩)；6、被蓝牙搜索到的设备，找不到删除功能；7、被打开的任何一个界面，不能再在关闭时一下退出，得需要一步一步返回，才能退出，费劲；8、连接电脑时，手机里的相片图片容易被复制，还得人工删除。07年时就花4800元买过一款三星CDMA专用滑盖手机，更差，音质不好，音量忽高忽低，有时无声对，方听不着，还无法调整。厂家说维修不了。两个月后800元卖了。。 总的来说，三星手机给我的感觉是，金玉其外败絮其中。。	zol
00002942	w899	9	按键	比较大	比较	大	按键  比较大	1	父亲节送给爸爸的，一早下单下午就送到了，送货速度十分速度。外包装感觉挺上档次的。双网双待里面还有两个充电器两块电池，可以方便出差使用。屏幕还可以比较大。但是系统反应速度一般般，手机比较重不过挺显档次。手机按键比较大	jd
00002942	w899	9	按键	大		大	按键  大	1	内外双触控屏幕，按键与触屏相结合，很实用，手机按键大，手感很好，商务手机很大气，很拉风，领导者的风范，而且回头率绝对高，拿着很有造型，绝对是高端大气上档次，低调奢华有内涵。 真心很贵啊，内存有点小，没有三星的录音功能。 不错！就是比较贵！这个价格可以买一台差不多的笔记本电脑啦！。	zol
00002942	w899	9	按键	特别不好	特别	不好	按键  特别不好	-1	真不是一般的差，上网根本不行，卡的要死，这就算了。用电用上网呗，关键按键特别不好用，按返回键，按了半天手机不动，真心建议大家不要买。这要不是送人了，我肯定退货。。。太差了。。。	jd
00002942	w899	17	内存	有点小	有点	小	内存  有点小	-1	这款手机很好用待机时间也很长但是内存有点小	jd
00002942	w899	17	内存	有点小	有点	小	内存  有点小	-1	内外双触控屏幕，按键与触屏相结合，很实用，手机按键大，手感很好，商务手机很大气，很拉风，领导者的风范，而且回头率绝对高，拿着很有造型，绝对是高端大气上档次，低调奢华有内涵。 真心很贵啊，内存有点小，没有三星的录音功能。 不错！就是比较贵！这个价格可以买一台差不多的笔记本电脑啦！。	zol
00002942	w899	17	存储	不足			存储  不足	-1	挺气派的。 电话薄不能存储不足，好多已新建的号码在联系人里找不到，不知怎么找， 总的来说还是可以吧，	pcpop
00002942	w899	14	样式	不错		不错	样式  不错	1	样式不错很喜欢 但是G网实在是垃圾 出检测报告说没问题不给出 最后买了张C卡做呼转	jd
00002942	w899	14	机身	过于厚重	过于	厚重	机身  过于厚重	-1	屏算优点，怎么说也比别人多一个，虽说这块屏幕不是白送的。手感厚重，拿在手里像块小金砖，或许有人就是喜欢这种大哥大般的感觉！。 这设计没实用度啊！双屏分辨率和尺寸其实都一般，不翻盖不能接电话，而且机身过于厚重，估计只能装在包里了…… 俩iP4的价格，性能上其实很悲剧，而且双屏确实没意义……。 三星居然出这种高不成低不就的机器，看价格应该是高端尊贵机，但实际上论配置论造型论材质都不咋地……我认为应该镶几个钻，镀几层金，背后嵌个缅翡……然后换成非智能系统……反正按照某些人的说法，那些局级领导也不会玩……。	zol
00002942	w899	14	机身	太重	太	重	机身  太重	-1	彰显身份。大气 机身太重 还不错，值得购买。。	pcpop
00002942	w899	14	机身	厚		厚	机身  厚	-1	双卡双待机型，内外双屏，安卓2.1操作系统，500万像素，支持WIFI，功能全面，是一款非同一般的手机 机身厚 商务机型，外形类似W799	pcpop
00002942	w899	1	设计	不错		不错	设计  不错	1	双屏设计不错 硬件配置不错 商务功能值得肯定。 外型设计没有新意{至于外型白菜萝卜各有所好} 电池容量对于双屏来说续航可能是个问题 毕竟主打的是商务功能 哪个商家也不愿意自己买的手机我只能使用1天不到吧！ 黄金配色给人感觉很俗 很暴发户。 打着所谓的奢华的旗号名目仗胆的在中国卖这么贵。	zol
00002942	w899	1	外观	好看		好看	外观  好看	1	外观好看，大气，就是反应好慢，死过几次机，不过可以接受	jd
00002942	w899	1	外观	好看		好看	外观  好看	1	外观好看，身份的象征 价格高 机器挺好，有地位的人比较实用	pcpop
00002942	w899	1	外观	好看		好看	外观  好看	1	就是外观好看 电池半天用完烫人售后服务不好 买完后悔在也不想用了	pcpop
00002942	w899	1	外观	漂亮		漂亮	外观  漂亮	1	外观漂亮，大气，好用	jd
00002942	w899	1	外观	漂亮		漂亮	外观  漂亮	1	手机应该是行货，优点是虽然老款，但外观漂亮大气，缺点是运行速度慢，字体小不能调！买了没几天又降了小200元	jd
00002942	w899	1	外观	漂亮		漂亮	外观  漂亮	1	买给俺爹的，外观漂亮，大气	jd
00002942	w899	1	外观	漂亮		漂亮	外观  漂亮	1	手机外观漂亮，但屏太小，发短信、看新闻很不方便。	jd
00002942	w899	1	外观	漂亮		漂亮	外观  漂亮	1	效果不错，特意用了评价，是正品，质量很好，黄色很大气，反应也快，整体感觉不错，外观漂亮，做工不错，性比价很好，收到很满意，包装高档，值得推荐！ 很好 很热情哦 很好。	zol
00002942	w899	1	外观	漂亮		漂亮	外观  漂亮	1	没买的千万别买，总起来说就是外观漂亮。	zol
00002942	w899	1	外观	非常漂亮	非常	漂亮	外观  非常漂亮	1	昨天买的 今天刚到，外观非常漂亮，但是拿回来插入sim卡 反复显示无sim卡 着实郁闷了。成了摆设了，目前正在退换货，希望京东商城售后给力一点，不要让我这个老客户失望	jd
00002942	w899	1	外观	很好看	很	好	外观  很好看	1	看外观很好看，使用就别提拉，刚买俩月充不进电，售后说人为的，你说插耳机还好使就不充电，这就证明充电孔没有坏。里面坏怎么是人为的呢，难道手机还不能充电拉。伤心啊。售后服务差的很。希望大家以后还是别买三星拉，生不起气啊。。	zol
00002942	w899	1	外观	也不错	也	不错	外观  也不错	1	用着比较舒服，外观也不错	jd
00002942	w899	1	外观	还不错	还	不错	外观  还不错	1	男朋友喜欢！但是只是外观还不错之外，配置真心都过时了啊！	jd
00002942	w899	1	外观	还不错	还	不错	外观  还不错	1	看了这么多的评论了，都不知道自己的判断了，我就觉得外观还不错，但没用过，不知道是否实用，本人准备买了，希望不要想大家评论的这样吧！因为我平时也不怎么玩游戏，可以说几乎是不玩的，但是上网上的相对多点，然后大多时都是打电话了。。	zol
00002942	w899	1	外观	不错		不错	外观  不错	1	帮朋友买的 外观不错	jd
